160,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.0634365
160,"Best of Youth, The (La meglio gioventù) (2003)",4.052789
160,"Long Goodbye, The (1973)",4.0502057
160,The Big Bus (1976),4.0483847
160,Guy X (2005),4.0404105
160,Ghost in the Shell 2.0 (2008),4.040144
160,Ponette (1996),4.039616
160,"Stunt Man, The (1980)",4.038984
160,"Trial, The (Procès, Le) (1962)",4.0353174
160,Crossing Delancey (1988),4.0305386
160,Who Killed Chea Vichea? (2010),4.0173473
160,L.A. Slasher (2015),4.012006
452,Dune (2000),5.0
452,Woman in the Dunes (Suna no onna) (1964),5.0
452,Come and See (Idi i smotri) (1985),5.0
452,Belle époque (1992),5.0
452,"Holy Mountain, The (Montaña sagrada, La) (1973)",5.0
452,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",5.0
452,"World of Apu, The (Apur Sansar) (1959)",5.0
452,Bad Boy Bubby (1993),5.0
452,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),5.0
452,Alien Contamination (1980),5.0
452,The Love Bug (1997),5.0
452,Sanjuro (Tsubaki Sanjûrô) (1962),5.0
452,Heidi Fleiss: Hollywood Madam (1995),5.0
452,Palindromes (2004),5.0
452,Game of Death (1978),5.0
452,Captain Fantastic (2016),5.0
452,"Wild Parrots of Telegraph Hill, The (2003)",5.0
452,Rififi (Du rififi chez les hommes) (1955),5.0
452,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),5.0
452,"Best of Youth, The (La meglio gioventù) (2003)",5.0
452,"Long Goodbye, The (1973)",5.0
452,The Big Bus (1976),5.0
452,Guy X (2005),5.0
452,Ghost in the Shell 2.0 (2008),5.0
452,Ponette (1996),5.0
452,"Stunt Man, The (1980)",5.0
452,"Trial, The (Procès, Le) (1962)",5.0
452,Crossing Delancey (1988),5.0
452,Who Killed Chea Vichea? (2010),5.0
452,L.A. Slasher (2015),5.0
414,Dune (2000),4.9682684
414,Woman in the Dunes (Suna no onna) (1964),4.9134827
414,Come and See (Idi i smotri) (1985),4.8741093
414,Belle époque (1992),4.8662024
414,"Holy Mountain, The (Montaña sagrada, La) (1973)",4.863348
414,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.858268
414,"World of Apu, The (Apur Sansar) (1959)",4.842803
414,Bad Boy Bubby (1993),4.8368845
414,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.813937
414,Alien Contamination (1980),4.792734
414,The Love Bug (1997),4.7573853
414,Sanjuro (Tsubaki Sanjûrô) (1962),4.753351
414,Heidi Fleiss: Hollywood Madam (1995),4.7507944
414,Palindromes (2004),4.7424917
414,Game of Death (1978),4.7350063
414,Captain Fantastic (2016),4.732954
414,"Wild Parrots of Telegraph Hill, The (2003)",4.718463
414,Rififi (Du rififi chez les hommes) (1955),4.7104654
414,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.7087746
414,"Best of Youth, The (La meglio gioventù) (2003)",4.6981277
414,"Long Goodbye, The (1973)",4.6955442
414,The Big Bus (1976),4.6937237
414,Guy X (2005),4.685749
414,Ghost in the Shell 2.0 (2008),4.685482
414,Ponette (1996),4.6849537
414,"Stunt Man, The (1980)",4.6843214
414,"Trial, The (Procès, Le) (1962)",4.6806555
414,Crossing Delancey (1988),4.6758766
414,Who Killed Chea Vichea? (2010),4.6626854
414,L.A. Slasher (2015),4.657344
246,Dune (2000),5.0
246,Woman in the Dunes (Suna no onna) (1964),5.0
246,Come and See (Idi i smotri) (1985),5.0
246,Belle époque (1992),5.0
246,"Holy Mountain, The (Montaña sagrada, La) (1973)",5.0
246,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",5.0
246,"World of Apu, The (Apur Sansar) (1959)",5.0
246,Bad Boy Bubby (1993),5.0
246,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),5.0
246,Alien Contamination (1980),5.0
246,The Love Bug (1997),5.0
246,Sanjuro (Tsubaki Sanjûrô) (1962),5.0
246,Heidi Fleiss: Hollywood Madam (1995),5.0
246,Palindromes (2004),5.0
246,Game of Death (1978),5.0
246,Captain Fantastic (2016),5.0
246,"Wild Parrots of Telegraph Hill, The (2003)",5.0
246,Rififi (Du rififi chez les hommes) (1955),5.0
246,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),5.0
246,"Best of Youth, The (La meglio gioventù) (2003)",5.0
246,"Long Goodbye, The (1973)",5.0
246,The Big Bus (1976),5.0
246,Guy X (2005),5.0
246,Ghost in the Shell 2.0 (2008),5.0
246,Ponette (1996),5.0
246,"Stunt Man, The (1980)",5.0
246,"Trial, The (Procès, Le) (1962)",5.0
246,Crossing Delancey (1988),5.0
246,Who Killed Chea Vichea? (2010),5.0
246,L.A. Slasher (2015),5.0
405,Dune (2000),5.0
405,Woman in the Dunes (Suna no onna) (1964),5.0
405,Come and See (Idi i smotri) (1985),5.0
405,Belle époque (1992),5.0
405,"Holy Mountain, The (Montaña sagrada, La) (1973)",5.0
405,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",5.0
405,"World of Apu, The (Apur Sansar) (1959)",4.98882
405,Bad Boy Bubby (1993),4.9829016
405,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.9599533
405,Alien Contamination (1980),4.938751
405,The Love Bug (1997),4.9034014
405,Sanjuro (Tsubaki Sanjûrô) (1962),4.8993673
405,Heidi Fleiss: Hollywood Madam (1995),4.8968115
405,Palindromes (2004),4.888509
405,Game of Death (1978),4.8810234
405,Captain Fantastic (2016),4.878971
405,"Wild Parrots of Telegraph Hill, The (2003)",4.86448
405,Rififi (Du rififi chez les hommes) (1955),4.8564825
405,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.8547916
405,"Best of Youth, The (La meglio gioventù) (2003)",4.844145
405,"Long Goodbye, The (1973)",4.8415604
405,The Big Bus (1976),4.83974
405,Guy X (2005),4.831766
405,Ghost in the Shell 2.0 (2008),4.831498
405,Ponette (1996),4.830971
405,"Stunt Man, The (1980)",4.8303385
405,"Trial, The (Procès, Le) (1962)",4.8266726
405,Crossing Delancey (1988),4.8218937
405,Who Killed Chea Vichea? (2010),4.8087025
405,L.A. Slasher (2015),4.803361
318,Dune (2000),5.0
318,Woman in the Dunes (Suna no onna) (1964),4.9649525
318,Come and See (Idi i smotri) (1985),4.925579
318,Belle époque (1992),4.917672
318,"Holy Mountain, The (Montaña sagrada, La) (1973)",4.914818
318,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.9097376
318,"World of Apu, The (Apur Sansar) (1959)",4.894273
318,Bad Boy Bubby (1993),4.8883553
318,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.865406
318,Alien Contamination (1980),4.844205
318,The Love Bug (1997),4.808855
318,Sanjuro (Tsubaki Sanjûrô) (1962),4.804821
318,Heidi Fleiss: Hollywood Madam (1995),4.802264
318,Palindromes (2004),4.7939615
318,Game of Death (1978),4.786477
318,Captain Fantastic (2016),4.784424
318,"Wild Parrots of Telegraph Hill, The (2003)",4.7699327
318,Rififi (Du rififi chez les hommes) (1955),4.761935
318,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.7602444
318,"Best of Youth, The (La meglio gioventù) (2003)",4.7495975
318,"Long Goodbye, The (1973)",4.747014
318,The Big Bus (1976),4.7451925
318,Guy X (2005),4.737219
318,Ghost in the Shell 2.0 (2008),4.736952
318,Ponette (1996),4.7364244
318,"Stunt Man, The (1980)",4.735791
318,"Trial, The (Procès, Le) (1962)",4.732126
318,Crossing Delancey (1988),4.7273464
318,Who Killed Chea Vichea? (2010),4.714156
318,L.A. Slasher (2015),4.7088146
608,Dune (2000),4.738288
608,Woman in the Dunes (Suna no onna) (1964),4.683503
608,Come and See (Idi i smotri) (1985),4.644129
608,Belle époque (1992),4.636223
608,"Holy Mountain, The (Montaña sagrada, La) (1973)",4.6333685
608,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.6282883
608,"World of Apu, The (Apur Sansar) (1959)",4.6128225
608,Bad Boy Bubby (1993),4.606905
608,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.5839567
608,Alien Contamination (1980),4.5627546
608,The Love Bug (1997),4.527405
608,Sanjuro (Tsubaki Sanjûrô) (1962),4.5233707
608,Heidi Fleiss: Hollywood Madam (1995),4.520815
608,Palindromes (2004),4.512512
608,Game of Death (1978),4.505027
608,Captain Fantastic (2016),4.5029745
608,"Wild Parrots of Telegraph Hill, The (2003)",4.4884834
608,Rififi (Du rififi chez les hommes) (1955),4.480486
608,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.478795
608,"Best of Youth, The (La meglio gioventù) (2003)",4.4681473
608,"Long Goodbye, The (1973)",4.4655647
608,The Big Bus (1976),4.463743
608,Guy X (2005),4.4557695
608,Ghost in the Shell 2.0 (2008),4.4555025
608,Ponette (1996),4.454974
608,"Stunt Man, The (1980)",4.454342
608,"Trial, The (Procès, Le) (1962)",4.450676
608,Crossing Delancey (1988),4.445897
608,Who Killed Chea Vichea? (2010),4.432707
608,L.A. Slasher (2015),4.4273643
104,Dune (2000),4.9630814
104,Woman in the Dunes (Suna no onna) (1964),4.9082956
104,Come and See (Idi i smotri) (1985),4.868922
104,Belle époque (1992),4.8610153
104,"Holy Mountain, The (Montaña sagrada, La) (1973)",4.858161
104,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.8530807
104,"World of Apu, The (Apur Sansar) (1959)",4.837616
104,Bad Boy Bubby (1993),4.8316984
104,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.80875
104,Alien Contamination (1980),4.787548
104,The Love Bug (1997),4.752198
104,Sanjuro (Tsubaki Sanjûrô) (1962),4.748164
104,Heidi Fleiss: Hollywood Madam (1995),4.7456074
104,Palindromes (2004),4.7373047
104,Game of Death (1978),4.7298203
104,Captain Fantastic (2016),4.727767
104,"Wild Parrots of Telegraph Hill, The (2003)",4.713276
104,Rififi (Du rififi chez les hommes) (1955),4.7052784
104,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.7035885
104,"Best of Youth, The (La meglio gioventù) (2003)",4.6929407
104,"Long Goodbye, The (1973)",4.690357
104,The Big Bus (1976),4.6885366
104,Guy X (2005),4.680562
104,Ghost in the Shell 2.0 (2008),4.680295
104,Ponette (1996),4.6797676
104,"Stunt Man, The (1980)",4.6791353
104,"Trial, The (Procès, Le) (1962)",4.6754694
104,Crossing Delancey (1988),4.6706896
104,Who Killed Chea Vichea? (2010),4.6574993
104,L.A. Slasher (2015),4.652157
282,Dune (2000),5.0
282,Woman in the Dunes (Suna no onna) (1964),5.0
282,Come and See (Idi i smotri) (1985),5.0
282,Belle époque (1992),5.0
282,"Holy Mountain, The (Montaña sagrada, La) (1973)",5.0
282,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",5.0
282,"World of Apu, The (Apur Sansar) (1959)",5.0
282,Bad Boy Bubby (1993),5.0
282,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),5.0
282,Alien Contamination (1980),5.0
282,The Love Bug (1997),5.0
282,Sanjuro (Tsubaki Sanjûrô) (1962),5.0
282,Heidi Fleiss: Hollywood Madam (1995),5.0
282,Palindromes (2004),5.0
282,Game of Death (1978),5.0
282,Captain Fantastic (2016),5.0
282,"Wild Parrots of Telegraph Hill, The (2003)",4.99537
282,Rififi (Du rififi chez les hommes) (1955),4.9873724
282,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.9856815
282,"Best of Youth, The (La meglio gioventù) (2003)",4.9750347
282,"Long Goodbye, The (1973)",4.972451
282,The Big Bus (1976),4.9706297
282,Guy X (2005),4.962656
282,Ghost in the Shell 2.0 (2008),4.962389
282,Ponette (1996),4.9618616
282,"Stunt Man, The (1980)",4.9612293
282,"Trial, The (Procès, Le) (1962)",4.9575634
282,Crossing Delancey (1988),4.9527836
282,Who Killed Chea Vichea? (2010),4.9395924
282,L.A. Slasher (2015),4.934251
200,Dune (2000),5.0
200,Woman in the Dunes (Suna no onna) (1964),5.0
200,Come and See (Idi i smotri) (1985),5.0
200,Belle époque (1992),5.0
200,"Holy Mountain, The (Montaña sagrada, La) (1973)",5.0
200,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",5.0
200,"World of Apu, The (Apur Sansar) (1959)",5.0
200,Bad Boy Bubby (1993),5.0
200,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),5.0
200,Alien Contamination (1980),5.0
200,The Love Bug (1997),5.0
200,Sanjuro (Tsubaki Sanjûrô) (1962),5.0
200,Heidi Fleiss: Hollywood Madam (1995),5.0
200,Palindromes (2004),5.0
200,Game of Death (1978),5.0
200,Captain Fantastic (2016),5.0
200,"Wild Parrots of Telegraph Hill, The (2003)",5.0
200,Rififi (Du rififi chez les hommes) (1955),5.0
200,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),5.0
200,"Best of Youth, The (La meglio gioventù) (2003)",5.0
200,"Long Goodbye, The (1973)",5.0
200,The Big Bus (1976),5.0
200,Guy X (2005),5.0
200,Ghost in the Shell 2.0 (2008),5.0
200,Ponette (1996),5.0
200,"Stunt Man, The (1980)",5.0
200,"Trial, The (Procès, Le) (1962)",5.0
200,Crossing Delancey (1988),5.0
200,Who Killed Chea Vichea? (2010),4.990155
200,L.A. Slasher (2015),4.9848137
232,Dune (2000),4.946459
232,Woman in the Dunes (Suna no onna) (1964),4.891673
232,Come and See (Idi i smotri) (1985),4.8522997
232,Belle époque (1992),4.844393
232,"Holy Mountain, The (Montaña sagrada, La) (1973)",4.8415384
232,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.836458
232,"World of Apu, The (Apur Sansar) (1959)",4.8209934
232,Bad Boy Bubby (1993),4.815076
232,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.7921276
232,Alien Contamination (1980),4.7709255
232,The Love Bug (1997),4.7355757
232,Sanjuro (Tsubaki Sanjûrô) (1962),4.7315416
232,Heidi Fleiss: Hollywood Madam (1995),4.728985
232,Palindromes (2004),4.720682
232,Game of Death (1978),4.7131977
232,Captain Fantastic (2016),4.7111444
232,"Wild Parrots of Telegraph Hill, The (2003)",4.6966534
232,Rififi (Du rififi chez les hommes) (1955),4.688656
232,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.686965
232,"Best of Youth, The (La meglio gioventù) (2003)",4.676318
232,"Long Goodbye, The (1973)",4.6737347
232,The Big Bus (1976),4.671914
232,Guy X (2005),4.6639395
232,Ghost in the Shell 2.0 (2008),4.6636724
232,Ponette (1996),4.663145
232,"Stunt Man, The (1980)",4.662513
232,"Trial, The (Procès, Le) (1962)",4.658847
232,Crossing Delancey (1988),4.654067
232,Who Killed Chea Vichea? (2010),4.640877
232,L.A. Slasher (2015),4.6355343
599,Dune (2000),4.3022165
599,Woman in the Dunes (Suna no onna) (1964),4.247431
599,Come and See (Idi i smotri) (1985),4.2080574
599,Belle époque (1992),4.2001505
599,"Holy Mountain, The (Montaña sagrada, La) (1973)",4.197297
599,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.192216
599,"World of Apu, The (Apur Sansar) (1959)",4.176751
599,Bad Boy Bubby (1993),4.1708336
599,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.1478853
599,Alien Contamination (1980),4.126683
599,The Love Bug (1997),4.0913334
599,Sanjuro (Tsubaki Sanjûrô) (1962),4.0872993
599,Heidi Fleiss: Hollywood Madam (1995),4.0847425
599,Palindromes (2004),4.0764403
599,Game of Death (1978),4.0689554
599,Captain Fantastic (2016),4.066903
599,"Wild Parrots of Telegraph Hill, The (2003)",4.052411
599,Rififi (Du rififi chez les hommes) (1955),4.044414
599,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.0427237
599,"Best of Youth, The (La meglio gioventù) (2003)",4.032076
599,"Long Goodbye, The (1973)",4.0294924
599,The Big Bus (1976),4.027672
599,Guy X (2005),4.019697
599,Ghost in the Shell 2.0 (2008),4.01943
599,Ponette (1996),4.018903
599,"Stunt Man, The (1980)",4.0182705
599,"Trial, The (Procès, Le) (1962)",4.0146046
599,Crossing Delancey (1988),4.0098248
599,Who Killed Chea Vichea? (2010),3.9966345
599,L.A. Slasher (2015),3.9912925
489,Dune (2000),4.51416
489,Woman in the Dunes (Suna no onna) (1964),4.4593744
489,Come and See (Idi i smotri) (1985),4.420001
489,Belle époque (1992),4.412095
489,"Holy Mountain, The (Montaña sagrada, La) (1973)",4.4092407
489,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.4041605
489,"World of Apu, The (Apur Sansar) (1959)",4.3886957
489,Bad Boy Bubby (1993),4.382777
489,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.359829
489,Alien Contamination (1980),4.338627
489,The Love Bug (1997),4.303277
489,Sanjuro (Tsubaki Sanjûrô) (1962),4.299243
489,Heidi Fleiss: Hollywood Madam (1995),4.296686
489,Palindromes (2004),4.2883844
489,Game of Death (1978),4.280899
489,Captain Fantastic (2016),4.2788467
489,"Wild Parrots of Telegraph Hill, The (2003)",4.2643557
489,Rififi (Du rififi chez les hommes) (1955),4.256358
489,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),4.2546673
489,"Best of Youth, The (La meglio gioventù) (2003)",4.2440205
489,"Long Goodbye, The (1973)",4.241436
489,The Big Bus (1976),4.2396154
489,Guy X (2005),4.231641
489,Ghost in the Shell 2.0 (2008),4.2313747
489,Ponette (1996),4.2308464
489,"Stunt Man, The (1980)",4.230215
489,"Trial, The (Procès, Le) (1962)",4.226548
489,Crossing Delancey (1988),4.2217693
489,Who Killed Chea Vichea? (2010),4.208578
489,L.A. Slasher (2015),4.2032366
461,Dune (2000),4.0352993
461,Woman in the Dunes (Suna no onna) (1964),3.9805129
461,Come and See (Idi i smotri) (1985),3.94114
461,Belle époque (1992),3.933233
461,"Holy Mountain, The (Montaña sagrada, La) (1973)",3.9303792
461,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",3.9252985
461,"World of Apu, The (Apur Sansar) (1959)",3.9098337
461,Bad Boy Bubby (1993),3.903916
